"","Emergency","ApplyLeadTime","STG","Service","DIA","Length","Pass","Sch","Material","Weight","MemberCount","JointCount","Making_Co","MakingLT"
"2","0","정상","3B","FW",4,597,"B","T-6.35","CN",11659,2,1,"부흥",30
"3","0","정상","50","FW",4,4735,"B","T-6.35","CN",6534,2,1,"부흥",26
"5","0","정상","3B","AU",2,4638,"B","S-80","CS",18369,5,4,"성일SIM함안공장",30
"7","0","정상","50","AU",2,450,"B","S-80","CS",5243,4,2,"성일SIM함안공장",37
"8","1","정상","50","AU",1,5123,"A","S-80","CS",14316,4,3,"건일산업(주)",17
"9","1","정상","50","AU",1,3911,"A","S-80","CS",1118,1,0,"건일산업(주)",8
"10","1","정상","50","AU",2,4510,"A","S-80","CS",17146,4,3,"(주)성광테크",13
"11","0","정상","3B","WD",3,1710,"B","S-10S","SS",9557,5,4,"삼성중공업(주)거제",40
"12","0","정상","3B","WD",3,4638,"B","S-10S","SS",18447,8,7,"삼성중공업(주)거제",40
"14","0","정상","50","WD",3,241,"B","S-10S","SS",19533,1,0,"삼성중공업(주)거제",40
"15","1","정상","50","WD",1,5123,"A","S-80S","SS",14338,4,3,"건일산업(주)",8
"16","1","정상","50","WD",1,3911,"A","S-80S","SS",1127,1,0,"건일산업(주)",8
"17","1","정상","50","WD",3,4638,"A","S-10S","SS",15774,4,3,"건일산업(주)",24
"19","1","준긴급","50","FW",4,4464,"B","T-6.35","CN",2520,3,2,"부흥",22
"20","1","준긴급","50","FW",4,3393,"B","T-6.35","CN",21942,6,5,"부흥",22
"21","1","준긴급","50","FWH",6,885,"B","S-40","CS",17116,1,0,"건일산업(주)",9
"22","1","준긴급","50","CDW",2,886,"B","S-160","CS",7725,1,0,"건일산업(주)",9
"23","1","준긴급","50","AU",1,366,"B","S-80","CS",18099,3,1,"건일산업(주)",9
"26","1","정상","3B","AU",1,2756,"B","S-80","CS",7923,7,6,"건일산업(주)",12
"28","1","정상","3B","AU",1,1952,"B","S-80","CS",6424,8,7,"(주)성광테크",10
"30","1","준긴급","50","AI",2,1653,"B","S-80","CS",9427,9,8,"건일산업(주)",11
"32","1","준긴급","3B","FWH",6,1880,"B","S-40","CS",21086,2,1,"건일산업(주)",22
"34","1","준긴급","3B","FWH",6,1036,"B","S-40","CS",12293,2,1,"건일산업(주)",21
"35","1","정상","3B","AU",2,3597,"B","S-80","CS",15664,6,5,"건일산업(주)",21
"36","1","정상","3B","AI",4,2086,"B","S-40","CS",18644,7,6,"건일산업(주)",25
"37","1","정상","3B","N",0.5,4950,"B","S-80","CS",182,2,1,"건일산업(주)",20
"38","1","정상","3B","AI",0.5,4917,"B","S-80","CS",179,2,1,"건일산업(주)",20
"39","1","정상","3B","N",2,2063,"B","S-80","CS",15940,10,9,"건일산업(주)",20
"40","1","정상","3B","N",2,4638,"B","S-80","CS",18331,6,5,"건일산업(주)",22
"41","1","정상","3B","AU",2,4638,"B","S-80","CS",18545,6,5,"건일산업(주)",20
"42","1","준긴급","3B","CDW",2,1516,"B","S-160","CS",15677,5,4,"건일산업(주)",23
"43","1","정상","3B","N",2,2782,"B","S-80","CS",12753,4,3,"건일산업(주)",27
"44","1","준긴급","3B","CDW",2,4638,"B","S-160","CS",19676,3,2,"건일산업(주)",21
"45","1","정상","3B","AU",2,2563,"B","S-80","CS",12260,4,3,"건일산업(주)",18
"46","1","정상","3B","AI",1,4917,"B","S-80","CS",1022,2,1,"건일산업(주)",20
"47","1","준긴급","3B","CDW",2,1409,"B","S-160","CS",9885,2,1,"건일산업(주)",18
"48","1","정상","3B","N",0.75,4961,"B","S-80","CS",958,2,1,"건일산업(주)",20
"49","1","정상","3B","AI",4,1042,"B","S-40","CS",7810,7,6,"건일산업(주)",28
"50","1","준긴급","3B","CDW",2,4095,"B","S-160","CS",17889,2,1,"건일산업(주)",23
"51","1","정상","3B","AU",0.75,1069,"B","S-80","CS",994,2,1,"건일산업(주)",20
"52","1","정상","50","AU",1,4280,"A","S-80","CS",9389,5,4,"(주)성광테크",17
"53","1","정상","50","AU",2,4638,"A","S-80","CS",16109,2,1,"건일산업(주)",27
"54","1","준긴급","50","MT",1.5,1274,"B","S-XXS","SS",16682,8,7,"건일산업(주)",15
"56","1","정상","3B","CI",1.5,3539,"B","S-XXS","SS",18881,7,6,"건일산업(주)",32
"57","1","준긴급","50","WD",1,1952,"B","S-80S","SS",6585,10,9,"건일산업(주)",11
"59","1","정상","3B","WD",1,2620,"B","S-80S","SS",7704,7,6,"건일산업(주)",11
"65","1","정상","3B","CI",1.5,4638,"B","S-XXS","SS",19674,4,3,"건일산업(주)",25
"66","1","정상","3B","MT",1.5,1973,"B","S-XXS","SS",14450,4,3,"건일산업(주)",33
"69","1","준긴급","50","WD",1,366,"B","S-80S","SS",18054,3,1,"건일산업(주)",10
"70","1","준긴급","50","CM",3,1407,"B","S-XXS","SS",3613,6,5,"건일산업(주)",15
"72","1","준긴급","50","MT",1.5,886,"B","S-XXS","SS",5846,1,0,"건일산업(주)",10
"73","1","정상","3B","WD",2,2480,"B","S-10S","SS",5846,4,3,"건일산업(주)",25
"74","1","정상","3B","WD",2,4638,"B","S-10S","SS",14623,8,6,"건일산업(주)",25
"75","1","정상","3B","WD",0.75,4961,"B","S-80S","SS",959,2,1,"건일산업(주)",22
"80","1","정상","3B","WD",2,3961,"B","S-10S","SS",12333,8,7,"건일산업(주)",27
"81","1","정상","50","WD",1,1107,"A","S-80S","SS",1099,2,1,"건일산업(주)",17
"82","1","정상","50","WD",1,4280,"A","S-80S","SS",8779,4,2,"건일산업(주)",17
"83","1","정상","50","WD",3,4467,"A","S-10S","SS",15407,3,1,"건일산업(주)",24
"87","1","정상","3B","FW",4,3445,"A","T-6.35","CN",19804,1,0,"부흥",11
"88","1","정상","3B","FW",4,4638,"A","T-6.35","CN",6671,2,1,"부흥",24
"89","1","정상","50","FW",4,214,"A","T-6.35","CN",10899,3,1,"부흥",16
"90","1","정상","50","FWH",1,2802,"A","S-160","CS",8883,6,5,"(주)성광테크",27
"91","1","정상","50","FWH",1,3008,"A","S-160","CS",9550,6,5,"(주)성광테크",27
"92","1","정상","50","FWH",1,3293,"A","S-160","CS",10180,6,5,"건일산업(주)",35
"93","1","정상","50","FWH",1,487,"A","S-160","CS",20418,3,1,"건일산업(주)",20
"96","1","정상","3B","CDW",2,3818,"A","S-160","CS",17305,1,0,"성일SIM함안공장",18
"97","1","정상","3B","CDW",2,2234,"A","S-160","CS",12901,2,1,"성일SIM함안공장",24
"98","1","정상","3B","CDW",2,4638,"A","S-160","CS",19024,2,1,"성일SIM함안공장",24
"99","1","정상","3B","CDW",2,3024,"A","S-160","CS",15216,1,0,"성일SIM함안공장",18
"100","1","정상","3B","CDW",2,4324,"A","S-160","CS",18513,1,0,"성일SIM함안공장",18
"101","1","정상","50","CDW",2,396,"A","S-160","CS",5003,2,1,"건일산업(주)",20
"102","1","정상","3B","FWH",6,4136,"A","S-40","CS",4708,2,1,"성일SIM함안공장",24
"103","1","정상","3B","FWH",6,1815,"A","S-40","CS",20983,2,1,"성일SIM함안공장",26
"105","1","정상","3B","FWH",6,4638,"A","S-40","CS",12815,5,4,"성일SIM함안공장",24
"106","1","정상","50","FWH",6,3861,"A","S-40","CS",7985,2,1,"건일산업(주)",14
"110","1","정상","3B","AI",2,2234,"A","S-80","CS",10438,3,2,"성일SIM함안공장",18
"111","1","정상","50","AI",0.75,1023,"A","S-80","CS",977,2,1,"(주)성광테크",17
"112","1","정상","50","AI",2,329,"A","S-80","CS",4799,4,2,"건일산업(주)",17
"113","1","정상","3B","AU",2,4638,"A","S-80","CS",17285,4,3,"성일SIM함안공장",18
"115","1","정상","3B","AU",2,1706,"A","S-80","CS",9218,3,2,"성일SIM함안공장",18
"116","1","정상","3B","AU",2,2194,"A","S-80","CS",10281,3,2,"성일SIM함안공장",18
"117","1","정상","3B","AU",2,4086,"A","S-80","CS",15590,3,2,"성일SIM함안공장",18
"118","1","정상","50","AU",2,396,"A","S-80","CS",3698,3,2,"건일산업(주)",17
"119","1","정상","3B","N",2,4638,"A","S-80","CS",17560,4,3,"성일SIM함안공장",18
"120","1","정상","3B","N",2,2895,"A","S-80","CS",12337,2,1,"성일SIM함안공장",18
"121","1","정상","3B","N",2,4638,"A","S-80","CS",16109,2,1,"성일SIM함안공장",18
"122","1","정상","3B","N",2,2234,"A","S-80","CS",10706,4,3,"성일SIM함안공장",19
"123","1","정상","3B","N",2,3456,"A","S-80","CS",14442,4,3,"성일SIM함안공장",18
"124","1","정상","50","N",0.75,1023,"A","S-80","CS",977,2,1,"(주)성광테크",17
"125","1","정상","50","N",2,396,"A","S-80","CS",3698,3,2,"건일산업(주)",17
"126","1","정상","3B","AI",2,3593,"A","S-80","CS",14742,4,3,"성일SIM함안공장",18
"127","1","정상","3B","WD",3,4638,"A","S-10S","SS",17247,6,5,"건일산업(주)",11
"128","1","정상","3B","WD",3,4638,"A","S-10S","SS",17085,5,4,"건일산업(주)",11
"129","1","정상","3B","WD",3,1834,"A","S-10S","SS",9635,4,3,"건일산업(주)",11
"130","1","정상","3B","WD",3,2026,"A","S-10S","SS",10141,4,3,"건일산업(주)",11
"131","1","정상","3B","WD",3,3984,"A","S-10S","SS",13925,3,2,"건일산업(주)",11
"132","1","정상","50","CI",0.5,439,"A","S-80S","SS",3827,4,2,"건일산업(주)",27
"134","1","정상","50","CM",1,407,"A","S-160","SS",6551,4,2,"건일산업(주)",27
"135","1","정상","50","CM",1,407,"A","S-160","SS",6551,4,2,"건일산업(주)",27
"157","1","정상","40","FGL",2,410,"A","S-160","CS",13432,6,3,"(주)성광테크",29
"158","0","정상","50","PL",2,1212,"A","S-160","CS",12363,4,2,"성일SIM함안공장",42
"159","0","정상","40","PL",2,196,"A","S-160","CS",7662,4,2,"성일SIM함안공장",42
"160","0","정상","40","WM",3,1661,"A","S-80","CS",15860,3,1,"성일SIM함안공장",30
"162","0","최소","40","AU",2,3952,"A","S-80","CS",15586,2,1,"해승케이피피",56
"165","0","정상","3B","CM",2,2533,"A","S-160","CS",17881,6,5,"성일SIM함안공장",42
"166","0","정상","40","CM",2,5062,"A","S-160","CS",9934,6,4,"성일SIM함안공장",30
"167","0","최소","40","HWR",2,2643,"A","S-80","CS",13099,3,1,"(주)성광테크",36
"168","0","최소","40","HWS",2,2643,"A","S-80","CS",13099,3,1,"(주)성광테크",36
"169","0","최소","40","N",2,3844,"A","S-80","CS",15575,2,1,"해승케이피피",56
"172","0","정상","40","PL",2,792,"A","S-160","CS",12766,4,3,"성일SIM함안공장",30
"173","0","최소","40","PL",2,3296,"A","S-160","CS",17428,2,1,"해승케이피피",56
"174","0","정상","3B","PL",2,5235,"A","S-160","CS",2370,2,1,"성일SIM함안공장",42
"178","0","정상","40","CM",3,4929,"A","S-80","CS",12488,5,3,"성일SIM함안공장",38
"181","0","정상","40","WM",3,749,"A","S-80","CS",15411,4,3,"성일SIM함안공장",30
"182","0","최소","40","WM",3,3794,"A","S-80","CS",20898,2,1,"해승케이피피",56
"183","0","최소","40","CM",4,3777,"A","S-40","CS",21045,2,1,"해승케이피피",56
"185","0","최소","40","CM",4,3777,"A","S-40","CS",21045,2,1,"해승케이피피",56
"186","0","정상","40","CM",4,700,"A","S-40","CS",11780,2,1,"성일SIM함안공장",42
"187","0","최소","40","CM",4,4818,"A","S-40","CS",13218,5,3,"해승케이피피",63
"190","0","정상","40","CM",4,4742,"A","S-40","CS",13425,6,4,"성일SIM함안공장",30
"192","0","정상","40","PA",6,596,"A","S-40","CS",19990,4,3,"성일SIM함안공장",50
"194","1","정상","40","VA",4,1,"A","S-40","CS",15509,6,5,"(주)성광테크",17
"198","1","정상","40","VA",6,1,"A","S-40","CS",2467,4,2,"(주)성광테크",35
"199","1","정상","40","VA",4,1,"A","S-40","CS",18803,10,8,"(주)성광테크",35
"200","1","정상","40","WD",2,3844,"A","S-10S","SS",10669,3,2,"건일산업(주)",9
"203","0","정상","40","WD",3,750,"A","S-10S","SS",2117,1,0,"삼성중공업(주)거제",24
"204","0","정상","40","WD",3,5034,"A","S-10S","SS",8833,7,5,"삼성중공업(주)거제",29
"208","0","정상","40","WD",3,750,"A","S-10S","SS",2117,1,0,"삼성중공업(주)거제",24
"209","0","정상","40","WD",3,5034,"A","S-10S","SS",8833,7,5,"삼성중공업(주)거제",29
"210","0","최소","40","PL",4,2292,"A","S-10S","SS",18764,9,8,"삼성중공업(주)거제",51
"221","0","정상","40","HWR",2,4638,"A","S-80","CS",16674,2,1,"(주)성광테크",36
"224","0","정상","3B","PL",2,1474,"A","S-160","CS",17586,8,5,"해승케이피피",63
"226","0","정상","3B","PL",2,4638,"A","S-160","CS",19983,3,2,"성일SIM함안공장",30
"228","0","정상","3B","WM",2,1850,"A","S-160","CS",17257,6,5,"성일SIM함안공장",58
"229","0","정상","3B","WM",2,4638,"A","S-160","CS",20637,4,3,"성일SIM함안공장",30
"230","0","정상","3B","WM",2,2357,"A","S-160","CS",17132,7,6,"성일SIM함안공장",42
"231","0","정상","40","WM",2,4176,"A","S-160","CS",17894,1,0,"성일SIM함안공장",23
"232","0","정상","3B","WM",2,1957,"A","S-160","CS",13701,4,3,"성일SIM함안공장",30
"233","0","정상","3B","WM",2,1564,"A","S-160","CS",10068,0,3,"성일SIM함안공장",36
"234","0","정상","3B","CDM",3,4475,"A","S-80","CS",21658,2,1,"성일SIM함안공장",48
"235","0","정상","3B","CDM",3,5035,"A","S-80","CS",9459,3,2,"성일SIM함안공장",48
"236","0","정상","3B","CDM",3,4638,"A","S-80","CS",21615,2,1,"성일SIM함안공장",48
"237","0","정상","3B","CDM",3,2882,"A","S-80","CS",18422,2,1,"성일SIM함안공장",48
"239","0","정상","3B","CDM",3,237,"A","S-80","CS",10185,4,3,"성일SIM함안공장",48
"240","0","정상","3B","CDW",3,2681,"A","S-80","CS",21644,3,2,"성일SIM함안공장",48
"241","0","정상","3B","CDW",3,4638,"A","S-80","CS",21605,1,0,"성일SIM함안공장",23
"242","0","정상","3B","CDW",3,4638,"A","S-80","CS",21605,1,0,"성일SIM함안공장",23
"244","0","정상","3B","CDW",3,4638,"A","S-80","CS",21605,1,0,"성일SIM함안공장",23
"245","0","정상","3B","FGL",2,1227,"A","S-160","CS",16792,6,5,"성일SIM함안공장",42
"246","0","정상","40","PL",2,4181,"A","S-160","CS",18352,2,1,"성일SIM함안공장",48
"248","0","정상","3B","PL",2,1802,"A","S-160","CS",18970,8,7,"해승케이피피",64
"250","0","정상","3B","CM",3,4638,"A","S-80","CS",21835,2,1,"성일SIM함안공장",36
"251","0","정상","3B","CM",3,4638,"A","S-80","CS",1794,3,2,"성일SIM함안공장",36
"254","0","정상","3B","WM",3,1552,"A","S-80","CS",21047,5,4,"(주)성광테크",36
"256","0","정상","3B","DHW",4,1,"A","S-40","CS",3653,3,2,"(주)성광테크",38
"257","0","정상","3B","PL",4,3542,"A","S-40","CS",20975,3,2,"성일SIM함안공장",48
"265","0","정상","40","PA",6,2583,"A","S-40","CS",3577,4,3,"성일SIM함안공장",58
"266","0","정상","3B","PL",4,4638,"A","S-40","CS",7820,5,4,"성일SIM함안공장",64
"267","0","정상","3B","PL",4,4196,"A","S-40","CS",21943,4,3,"성일SIM함안공장",48
"271","0","정상","3B","PL",2,1775,"A","S-160","CS",15983,6,5,"해승케이피피",53
"295","0","정상","40","AI",2,4638,"A","S-80","CS",15338,1,0,"(주)성광테크",37
"297","0","정상","40","WM",2,4638,"A","S-160","CS",19635,2,1,"성일SIM함안공장",38
"303","0","정상","40","PL",4,4638,"A","S-40","CS",1736,2,1,"해승케이피피",66
"304","0","정상","50","AU",2,1668,"A","S-80","CS",9131,3,1,"(주)성광테크",37
"305","0","정상","40","AU",2,4638,"A","S-80","CS",15338,1,0,"(주)성광테크",37
"311","0","정상","40","HWS",2,4638,"A","S-80","CS",16674,2,1,"(주)성광테크",36
"320","0","정상","40","FWH",6,4501,"A","S-40","CS",5650,2,1,"성일SIM함안공장",46
"321","0","정상","50","FWH",6,1860,"A","S-40","CS",20109,1,0,"성일SIM함안공장",33
"322","0","정상","40","PA",6,1040,"A","S-40","CS",12032,1,0,"성일SIM함안공장",33
"332","0","정상","40","WD",2,4638,"A","S-10S","SS",8858,1,0,"삼성중공업(주)거제",24
"333","0","정상","40","WD",3,4638,"A","S-10S","SS",15525,3,2,"삼성중공업(주)거제",37
"334","0","정상","40","WD",2,2920,"A","S-10S","SS",10253,6,5,"성일",44
"335","0","정상","50","WD",2,1289,"A","S-10S","SS",20467,1,0,"삼성중공업(주)거제",24
"336","0","정상","40","WD",3,4173,"A","S-10S","SS",14718,3,2,"삼성중공업(주)거제",37
"338","0","정상","40","FWL",2,4638,"A","S-10S","SS",10521,3,2,"삼성중공업(주)거제",37
"341","0","정상","3B","AI",2,2922,"A","S-80","CS",13878,5,4,"성일SIM함안공장",25
"342","0","정상","3B","AU",2,4049,"A","S-80","CS",16840,4,3,"성일SIM함안공장",25
"343","0","정상","3B","AU",2,4638,"A","S-80","CS",17560,4,3,"성일SIM함안공장",25
"346","0","정상","3B","AU",2,4638,"A","S-80","CS",18346,4,3,"성일SIM함안공장",25
"347","0","정상","3B","AU",2,2744,"A","S-80","CS",15625,9,8,"성일SIM함안공장",25
"348","0","정상","3B","AU",2,3217,"A","S-80","CS",14893,5,4,"성일SIM함안공장",36
"349","0","정상","50","HWR",2,3403,"A","S-80","CS",13775,3,2,"성일SIM함안공장",36
"350","0","정상","50","HWS",2,3443,"A","S-80","CS",13844,3,2,"성일SIM함안공장",36
"351","0","정상","3B","N",2,3612,"A","S-80","CS",17238,10,6,"성일SIM함안공장",36
"352","0","정상","3B","N",2,1188,"A","S-80","CS",7637,3,2,"성일SIM함안공장",25
"353","0","정상","3B","N",2,2305,"A","S-80","CS",14455,9,8,"성일SIM함안공장",25
"354","0","정상","3B","N",2,4182,"A","S-80","CS",17645,6,5,"성일SIM함안공장",25
"355","0","정상","3B","N",2,4638,"A","S-80","CS",17589,3,2,"성일SIM함안공장",25
"358","0","정상","3B","N",2,3147,"A","S-80","CS",18988,11,10,"성일SIM함안공장",36
"360","0","정상","3B","N",2,2618,"A","S-80","CS",13288,5,4,"성일SIM함안공장",25
"361","0","정상","3B","N",2,3609,"A","S-80","CS",17167,11,7,"성일SIM함안공장",50
"362","0","정상","3B","N",2,1501,"A","S-80","CS",8661,3,2,"성일SIM함안공장",25
"363","0","정상","3B","PL",2,4479,"A","S-160","CS",19989,5,4,"성일SIM함안공장",25
"364","0","정상","3B","WM",2,844,"A","S-160","CS",17596,7,6,"성일SIM함안공장",36
"365","0","정상","50","MT",4,3284,"A","S-40","CS",21857,5,4,"성일SIM함안공장",36
"366","0","정상","40","PL",4,889,"A","S-40","CS",15102,6,5,"성일SIM함안공장",50
"370","1","정상","3B","FGL",2,4638,"A","S-160","CS",19829,3,2,"건일산업(주)",32
"371","1","정상","3B","FGL",2,4639,"A","S-160","CS",20674,4,3,"건일산업(주)",22
"372","1","정상","3B","FGL",2,4028,"A","S-160","CS",18792,3,2,"건일산업(주)",32
"373","0","정상","40","CDM",3,151,"A","S-80","CS",12084,6,5,"성일SIM함안공장",50
"378","0","정상","3B","DA",3,4483,"A","S-80","CS",21554,1,0,"성일SIM함안공장",24
"380","0","정상","3B","PA",3,1279,"A","S-80","CS",18801,6,5,"성일SIM함안공장",50
"382","1","정상","3B","PA",3,16,"A","S-80","CS",13590,5,4,"건일산업(주)",37
"387","0","정상","3B","AI",4,1047,"A","S-40","CS",7817,7,6,"성일SIM함안공장",36
"388","0","정상","3B","AI",4,1033,"A","S-40","CS",6672,5,4,"성일SIM함안공장",36
"391","0","정상","3B","FWL",4,1047,"A","S-40","CS",6174,1,0,"성일SIM함안공장",25
"392","0","정상","3B","FWL",4,1047,"A","S-40","CS",6174,1,0,"성일SIM함안공장",25
"393","1","정상","3B","PM",4,4360,"A","S-40","CS",4163,8,7,"건일산업(주)",26
"394","0","정상","3B","PM",4,5153,"A","S-40","CS",5117,4,3,"성일SIM함안공장",36
"396","1","정상","3B","CWR",6,861,"A","S-40","CS",2986,5,4,"건일산업(주)",37
"397","0","정상","3B","CWS",6,861,"A","S-40","CS",2508,4,3,"성일SIM함안공장",25
"398","0","정상","3B","CWS",6,504,"A","S-40","CS",18519,3,2,"성일SIM함안공장",25
"399","1","정상","40","VA",6,1,"A","S-40","CS",9361,6,5,"(주)성광테크",24
"404","1","최소","50","AI",0.75,1023,"A","S-80","CS",14,1,0,"건일산업(주)",6
"406","1","최소","50","N",0.75,1023,"A","S-80","CS",14,1,0,"건일산업(주)",6
"408","0","정상","3B","CI",1.5,2343,"A","S-XXS","SS",14465,4,3,"삼성중공업(주)거제",51
"409","0","정상","3B","CI",1.5,1670,"A","S-XXS","SS",15230,6,5,"삼성중공업(주)거제",51
"410","0","정상","3B","CT",1.5,2520,"A","S-XXS","SS",14862,4,3,"삼성중공업(주)거제",58
"411","0","정상","3B","CT",1.5,1809,"A","S-XXS","SS",15494,6,5,"삼성중공업(주)거제",58
"412","0","정상","3B","MT",1.5,1751,"A","S-XXS","SS",13032,5,4,"삼성중공업(주)거제",51
"414","0","정상","3B","DM",2,3696,"A","S-10S","SS",10397,7,6,"삼성중공업(주)거제",39
"415","0","정상","3B","PW",2,3487,"A","S-10S","SS",8663,4,3,"삼성중공업(주)거제",52
"418","0","정상","3B","WD",3,2933,"A","S-10S","SS",13634,8,4,"삼성중공업(주)거제",59
"419","0","정상","3B","WD",3,2773,"A","S-10S","SS",9258,2,1,"삼성중공업(주)거제",66
"420","0","정상","3B","WD",3,2933,"A","S-10S","SS",13634,8,4,"삼성중공업(주)거제",66
"421","0","정상","50","WD",3,3396,"A","S-10S","SS",10704,2,1,"삼성중공업(주)거제",39
"422","0","정상","30","WD",2,3342,"A","S-10S","SS",14213,0,0,"삼성중공업(주)거제",66
"425","1","정상","3B","PW",0.75,4536,"A","S-80S","SS",16259,3,2,"삼성중공업(주)거제",48
"427","1","정상","3B","DM",2,2879,"A","S-10S","SS",11586,5,4,"건일산업(주)",46
"428","1","정상","3B","DM",2,4638,"A","S-10S","SS",13361,5,4,"건일산업(주)",36
"430","0","정상","3B","DM",0.75,4961,"A","S-80S","SS",959,2,1,"삼성중공업(주)거제",52
"433","0","정상","3B","FWL",2,4457,"A","S-10S","SS",13650,7,6,"삼성중공업(주)거제",52
"434","1","정상","3B","FWL",2,2879,"A","S-10S","SS",10489,5,4,"건일산업(주)",47
"435","1","정상","3B","FWL",2,4638,"A","S-10S","SS",10117,3,2,"건일산업(주)",37
"436","0","정상","3B","FWL",2,4638,"A","S-10S","SS",10608,3,2,"삼성중공업(주)거제",39
"440","0","정상","3B","PW",2,4638,"A","S-10S","SS",8858,1,0,"삼성중공업(주)거제",39
"441","0","정상","3B","PW",2,3819,"A","S-10S","SS",10834,8,7,"삼성중공업(주)거제",59
"443","0","정상","3B","WD",3,3699,"A","S-10S","SS",16616,9,8,"삼성중공업(주)거제",59
"447","0","정상","3B","WD",3,4638,"A","S-10S","SS",17275,5,4,"삼성중공업(주)거제",39
"448","0","정상","3B","WD",3,4322,"A","S-10S","SS",15611,4,3,"삼성중공업(주)거제",59
"449","1","정상","3B","WD",2,3342,"A","S-10S","SS",8361,4,3,"건일산업(주)",36
"450","0","정상","3B","HWR",2,2744,"A","S-80","CS",16763,7,6,"(주)성광테크",49
"451","0","정상","40","HWR",2,1811,"A","S-80","CS",15224,8,5,"(주)성광테크",49
"453","0","정상","3B","HWS",2,2653,"A","S-80","CS",16859,7,6,"(주)성광테크",48
"454","0","정상","50","PL",2,1177,"A","S-160","CS",8897,2,1,"성일SIM함안공장",41
"455","0","정상","3B","PL",2,2244,"A","S-160","CS",19136,8,7,"성일SIM함안공장",44
"456","0","정상","50","PL",3,4638,"A","S-80","CS",21835,2,1,"성일SIM함안공장",34
"457","0","정상","50","MT",4,4638,"A","S-40","CS",1736,2,1,"성일SIM함안공장",44
"458","1","정상","50","PM",4,1355,"A","S-40","CS",21998,11,10,"성일SIM함안공장",31
"461","0","정상","40","PL",2,3473,"A","S-160","CS",17385,4,3,"성일SIM함안공장",30
"463","0","정상","40","MT",4,4094,"A","S-40","CS",21650,4,3,"성일SIM함안공장",48
"464","0","정상","50","VA",6,1,"A","S-40","CS",8596,4,3,"(주)성광테크",38
"465","0","정상","50","PG",6,4638,"A","S-10S","SS",1747,4,3,"삼성중공업(주)거제",32
"466","1","정상","40","FWH",6,3783,"A","S-10S","SS",2488,8,7,"건일산업(주)",22
"467","1","정상","40","FWH",6,4638,"A","S-10S","SS",7780,6,5,"건일산업(주)",24
"468","1","정상","3B","FWH",6,4638,"A","S-10S","SS",6187,7,6,"건일산업(주)",17
"469","0","정상","40","PG",6,494,"A","S-10S","SS",18335,7,6,"삼성중공업(주)거제",31
"470","0","정상","40","PG",6,1900,"A","S-10S","SS",18765,5,4,"삼성중공업(주)거제",32
"471","1","정상","3B","PL",2,56,"A","S-160","CS",3161,2,1,"건일산업(주)",18
"472","1","정상","3B","PL",2,742,"A","S-160","CS",14405,5,4,"건일산업(주)",14
"473","1","정상","50","PL",2,314,"A","S-160","CS",5290,2,1,"건일산업(주)",32
"474","1","정상","50","PL",2,4582,"A","S-160","CS",20545,3,2,"건일산업(주)",28
"476","1","정상","3B","PL",2,5223,"A","S-160","CS",12386,8,7,"성일SIM함안공장",29
"477","0","정상","3B","PL",2,2866,"A","S-160","CS",16973,5,4,"(주)성광테크",63
"479","0","정상","3B","PL",2,2018,"A","S-160","CS",13625,2,1,"(주)성광테크",41
"480","0","정상","3B","PL",2,4638,"A","S-160","CS",19983,3,2,"(주)성광테크",41
"481","1","정상","3B","PL",2,4638,"A","S-160","CS",20722,4,3,"(주)성광테크",15
"482","0","정상","50","PL",2,1780,"A","S-160","CS",10827,1,0,"(주)성광테크",29
"483","0","정상","3B","WM",2,1518,"A","S-160","CS",10728,3,2,"(주)성광테크",41
"487","0","정상","50","WM",2,1772,"A","S-160","CS",10804,1,0,"(주)성광테크",29
"489","0","정상","50","WM",2,3067,"A","S-160","CS",20451,4,2,"(주)성광테크",41
"492","1","정상","3B","CDM",3,4373,"A","S-80","CS",21713,3,2,"(주)성광테크",30
"501","0","정상","50","CM",3,1773,"A","S-80","CS",14493,1,0,"(주)성광테크",29
"502","0","정상","3B","PL",3,2640,"A","S-80","CS",17765,2,1,"(주)성광테크",29
"504","0","정상","3B","PL",3,4373,"A","S-80","CS",21837,3,2,"(주)성광테크",41
"507","0","정상","3B","WM",3,4483,"A","S-80","CS",21987,3,2,"(주)성광테크",41
"508","0","정상","3B","WM",3,3849,"A","S-80","CS",20672,2,1,"(주)성광테크",41
"512","0","정상","50","CM",4,1772,"A","S-40","CS",14921,1,0,"(주)성광테크",29
"513","0","정상","50","CM",3,1496,"A","S-80","CS",14677,3,1,"(주)성광테크",41
"517","0","정상","50","DHW",4,1,"A","S-40","CS",17024,3,1,"(주)성광테크",29
"519","0","정상","3B","PL",4,1045,"A","S-40","CS",6703,4,3,"(주)성광테크",41
"522","0","정상","3B","WM",4,1045,"A","S-40","CS",6703,4,3,"(주)성광테크",41
"523","0","정상","50","WM",4,1773,"A","S-40","CS",14924,1,0,"(주)성광테크",29
"525","0","정상","3B","DF",6,1035,"A","S-40","CS",12559,4,3,"(주)성광테크",41
"528","0","정상","3B","PL",6,1018,"A","S-40","CS",12315,4,3,"(주)성광테크",63
"529","0","정상","50","PL",6,1773,"A","S-40","CS",19951,1,0,"(주)성광테크",29
"532","0","정상","3B","PL",2,4154,"B","S-160","CS",19140,3,2,"성일SIM함안공장",25
"537","0","정상","3B","PL",2,4154,"B","S-160","CS",19140,3,2,"성일SIM함안공장",25
